"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18","X2021.09.19","X2021.09.20","X2021.09.21","X2021.09.22","X2021.09.23","X2021.09.24","X2021.09.25","X2021.09.26"
"488","city","Kansas City","driving","","Missouri","United States",100,105.22,103.14,107.71,74.05,126.55,88.51,93.9,97.28,86.45,95.41,99.76,121.7,83.81,95.35,96.75,101.6,104.33,122.29,127.88,86.18,96.42,107.47,109.05,104.31,116.38,121.49,83.96,97.01,103.56,92.3,101.32,133.56,131.43,95.25,104.58,103.26,103.56,108.54,128.05,137.36,93.6,98.71,100.94,106.34,112.21,133.76,140.78,96.69,102,108.19,110.02,115.06,137.78,143.82,97.78,100.9,113.16,114.92,106.49,114.54,95.61,67.87,78.99,72.08,67.2,67.32,74.5,63.15,44.03,63.94,46.48,52.93,55.73,61.26,56.1,45.64,56.93,59.09,61.06,58.91,58.55,54.86,45.77,56.63,62.02,63.4,63.3,71.26,62.38,36.51,60.99,63.89,70.76,66.88,73.96,73.98,58.66,71.64,74.96,70.46,79.82,77.89,79.8,64.34,76.67,76.76,79.78,87.75,98.92,91.85,69.75,73.58,90.48,88.52,88,107.23,99.31,72.77,NA,NA,95.47,101.27,118.56,110.83,90.25,109.72,117.4,118.87,123.7,132.48,121.1,92.35,88.91,113.62,120.38,115.49,146.49,133.09,101.32,123.86,127.22,129.6,134.36,152.43,140.93,109.11,127.9,130.46,136.49,146.38,164.16,154.33,116.85,133.26,137.88,140.84,147.2,159.57,153.61,107.4,134.56,143.02,147.89,154.03,169.12,155.93,121.37,135.42,142.58,146.44,154.8,144.63,109.86,103.69,133.95,140.21,144.79,149.53,171.82,162.5,123.67,138.49,140.82,140.1,150.29,168.62,159.84,118.81,126.96,134.15,144.43,151.64,171.36,161.9,122.97,130.07,139.92,134.68,141.09,162.57,162.23,122.44,142.79,146.32,144.43,149.29,165.66,162.94,120.25,134.7,140.28,142.59,147.34,164.4,155.68,119.31,133.97,135.05,139.02,142.47,164.96,157.42,117.31,128.24,132.72,133.26,138.58,157.52,144.99,115.52,121.02,129.92,137.83,143.4,165.47,150.48,118.87,107.08,122.21,124.8,127.32,149.42,161.35,117.63,126.47,129.44,132.67,138.53,160.39,162.27,109.78,120.8,122.75,124.04,133.19,154.81,155.49,99.04,116.34,117.65,122.08,127.15,149.32,153.02,107.68,116.64,118.34,121.58,128.67,153.01,158.7,107.96,115.99,117.9,122.14,129.24,155.11,158.69,103.71,110.14,114.86,117.14,129.2,143.53,145.21,95.67,96.61,105.26,112.34,120.93,149.7,142.48,92.82,107.5,117.09,103.95,111.39,131.51,134.46,91.29,100.83,99.2,106.31,97.36,125.41,120.64,87.66,96.69,99.61,102.76,107.61,124.57,114.67,86.6,98.19,107.03,113.93,54.53,102.19,105.19,77.39,99.03,100.78,101.78,101.44,123.87,123.04,87.26,97.92,101.33,106.55,110.19,122.43,122.57,84.61,102.33,105.62,109.88,114.55,134.49,130.34,94.1,118.74,124.74,126.26,90.46,45.67,96.38,82.54,107.78,84.07,110.98,116.99,48.87,90.48,78.2,98.71,103.48,95.05,99.58,117.08,116.44,84.35,97.08,99.51,101.16,103.64,96.34,116.74,84.98,101.66,97.04,97.91,103.6,120.31,122.98,83.12,87.8,93.65,90.07,101.12,121.4,115.37,84.92,94.99,98.47,104.2,99.06,127.11,103.7,72.37,81.95,86.97,89.94,96.15,113.64,111.29,66.4,63.48,77.65,83.33,99.06,119.11,124.16,82.86,101.25,109.91,107.31,110.98,131.26,140.52,96.18,103.99,108.47,114.6,117.7,135.43,143.17,102.03,108.02,112.97,114.17,119.86,NA,135.35,95.25,112.07,118.92,117.84,123.2,152.37,154.68,110.9,113.24,114.85,124.12,123.1,154.87,159.15,113.63,120.81,125.55,129.25,136.88,155.67,146.61,91.31,126.44,125.74,119.93,126.25,158.95,150.33,121.06,120.01,126.69,130.04,136.65,151.13,161.08,115.08,120.54,111.52,125.33,133.27,157.24,174.11,122.31,123.19,126.96,125.32,140.56,165.66,170.91,119.78,125.8,127.56,136.22,140.87,165.12,171.14,108.11,125.97,129.11,137.07,147.12,168.34,170.31,110.16,129.65,137.96,135.89,144.26,172.49,177.49,133.08,138.84,142.98,151.05,146.58,175.42,167.19,130.92,110.21,149.61,154.74,163.09,185.26,177.17,134.68,148.87,154.77,157.42,165.08,174.09,175.62,130.64,152.25,158.23,162.46,171.91,192.75,177.84,123.7,149.77,155.02,159.37,159.62,176.96,178.47,134.94,144.42,147.36,149.01,167.63,182.29,151.17,118.98,124.59,154.47,160.5,169.11,184.45,161.02,125.71,148.9,154.38,157.62,159.58,190.95,180.38,138.42,153.64,155.31,158.48,165.71,184.87,172.75,125.95,145.61,149.64,149.71,157.28,174.47,162.05,124.2,142.7,148.58,149.87,152.25,174.31,177.17,123.6,144.09,145.6,150.18,151.98,173.58,168.59,125.49,142.13,144.58,148.51,151.89,169.67,168.75,122.3,134.73,138.12,139.11,142.19,176.4,165.93,116.33,132.17,133.52,139.88,147.69,163.94,147.62,124.85,110.38,135.85,140.61,146.76,166.71,169.31,123.18,135.24,136.96,145.08,150.84,176.22,178.67,123.23,130.38,139.12,147.52,150.34,176.14,185.51,129.06
"489","city","Kansas City","transit","","Missouri","United States",100,101.3,91.59,98.76,76.36,96.49,77.63,86.19,103.25,89.35,94.04,98.64,92.48,74.12,95.31,96.55,102.83,95.9,104.54,100.24,82.71,101.24,121.69,114.64,98.82,98.85,96.93,81.03,99.06,97.99,91.3,89.14,112.19,111.45,85.36,103.63,100.91,102.83,103.1,103.25,106.88,81.41,92.09,100.12,100.15,99.94,105.96,105.25,88.99,97.93,103.89,96.11,93.69,111.51,111.95,81.79,93.3,104.93,106.31,94.69,91.44,78.05,64.59,73.95,67.13,63.06,61.97,61.43,56.57,40.99,52.4,45.71,50.49,51.76,54.85,46.74,46.98,55.39,56.15,51.64,51.17,42.64,44.79,44.29,48.57,58.25,56.39,52.99,50.19,45.71,34.38,55.65,55.27,52.85,44.38,50.01,48.45,42.52,54.53,56.71,48.19,49.4,49.66,50.1,44.76,56.06,54.26,59.93,60.11,59.58,52.38,47.42,48.45,61.29,60.08,55.18,60.93,52.61,41.84,NA,NA,55.33,56.95,64.89,58.34,55.68,63.5,71.76,67.39,67.07,66.04,65.42,53.94,57.39,66.54,67.75,59.84,76.69,63.35,56.42,69.02,77.25,76.72,75.75,82.86,74.03,60.14,75.89,73.77,74.42,71.85,87.28,78.49,73.71,79.26,84.8,82.92,82.21,78.78,74.56,62.32,76.28,83.15,84.92,87.96,87.67,76.98,63.82,79.26,78.64,76.93,86.87,74.83,61.32,64,83.42,82.33,84.54,81.74,86.46,84.15,71.88,83.3,82.62,71.05,81.68,86.1,81.35,65.24,68.69,76.07,81.76,80.91,84.27,71.38,65.62,74.09,77.16,68.72,74.33,80.08,69.31,67.25,76.54,84.54,79.64,78.22,87.52,84.57,61.94,79.08,78.37,80.76,80.38,87.67,78.34,66.69,77.16,80.14,79.08,82.97,90.59,80.64,74.27,85.98,84.83,77.1,84.54,77.9,70.14,61.52,70.7,75.63,81.32,83.3,82.68,78.43,59.66,65.48,74.86,70.96,78.11,81,78.99,61.85,75.18,78.67,84.98,87.16,90.71,85.54,65.18,82.89,80.64,84.54,85.87,89.05,84.98,60.96,82.18,79.94,79.55,78.73,76.87,81.62,59.84,78.4,73.06,75.27,82.89,85.78,82.18,63.71,81.44,80.11,78.64,76.57,83.36,79.91,59.58,72.03,71.76,73.21,79.82,72.5,71.05,54.97,63,65.54,66.18,71.05,77.4,69.37,57.83,73.68,71.76,64.8,66.24,76.98,71.32,55.86,78.02,62.61,63.15,57.78,72.44,60.93,55.71,76.36,67.69,65.98,74.18,75.89,62.82,57.33,63.56,72.09,64.06,41.58,61.08,61.08,49.87,71.88,62.58,64.95,68.04,77.1,67.28,60.46,69.4,66.01,69.25,69.76,66.48,60.61,49.72,63.74,61.4,64.62,74.03,74.24,59.34,59.46,74.89,73.56,67.13,47.45,33.73,58.78,53.05,71.23,61.08,64.41,57.07,46.09,59.93,52.76,65.74,77.54,60.55,61.46,63.29,60.61,54.26,63.09,61.26,67.42,56.59,56.77,56.42,52.67,61.85,63.53,59.6,64.53,66.98,63.82,50.16,55.5,60.61,56.12,61.29,64.09,59.4,50.46,63.53,62.08,63.71,59.46,65.27,56.59,49.66,58.87,62.38,55.62,57.86,61.73,53.76,45.23,48.04,54.2,60.08,63.44,63.06,59.66,51.17,76.13,68.46,70.96,67.1,77.57,74.21,61.05,75.89,72.97,67.57,79.11,71.91,72.71,61.14,73.18,77.66,72.26,72.03,NA,73.15,56,75.54,70.23,69.46,70.64,81.17,73.59,61.88,69.19,66.98,72.41,68.81,78.05,73.27,59.93,75.07,68.96,68.07,71.64,79.82,78.19,58.1,84.74,74.27,74.95,75.86,87.84,74.39,64.77,72.03,73.44,73.56,76.28,75.72,74.95,62.76,67.72,64.38,68.9,71.64,78.16,79.79,67.54,76.48,74.8,69.25,81.41,88.73,79.2,60.11,76.63,73.86,77.01,73.44,78.96,76.98,54.38,75.33,73.12,76.54,85.31,83.15,81.56,59.69,77.22,80.67,73.12,75.15,86.43,85.81,70.7,86.07,83.65,75.83,77.75,84.89,87.25,73.68,68.31,91.27,87.28,89.29,96.37,90.85,80.44,87.4,91.8,90.17,89.97,84.89,86.75,80.08,92.68,89.85,91.35,96.43,102.36,95.1,79.26,99.14,94.39,91.47,91.18,95.57,96.43,76.19,87.11,95.54,90.47,98.55,99.38,87.52,75.54,94.31,102.01,92.74,96.99,106.4,88.32,80.91,93.98,96.55,96.31,91.47,105.46,100.62,83.03,96.72,92.42,95.78,93.89,103.39,98.55,84.33,97.82,93.48,90.94,91.21,97.7,87.05,72.68,95.72,91.15,93.1,94.48,104.87,97.67,80.47,104.4,101.95,101.18,90.62,99.38,99.09,75.54,94.1,92.42,99.53,96.25,100.03,94.07,79.91,95.93,92.71,94.16,94.72,99,89.94,74.62,91.89,86.49,95.57,90.76,97.37,93.01,84.1,81.2,92.56,98.29,98.76,101.92,101.45,79.99,92.83,93.12,94.78,90.03,103.19,98.14,79.14,91.15,99.2,93.92,97.93,109.65,103.84,81.79
"490","city","Kansas City","walking","","Missouri","United States",100,104.82,102.42,102.27,82.45,178.05,113.1,92.38,95.42,80.68,91.79,115.7,173.08,102.18,92.04,94.3,95.9,101.97,143.25,189.17,161.88,110,177.65,320.43,107.47,127.34,166.28,92.23,94.85,102.18,87.49,106.02,179.06,204.38,129.96,117.92,101.18,100.29,103.88,135.87,175.48,101.11,93.82,97.11,103.74,112.94,156.27,200.12,114.19,101.19,111.75,111.6,116.57,167.09,208.09,118.17,94.89,122.29,131.6,112.44,122.43,115.96,71.7,81.01,74.78,70.66,77.55,78.28,69.32,50.04,70.72,52.55,66.29,74.51,72.27,73.38,63.97,69.25,73.52,75.77,69.88,58.58,64.14,60.43,64.23,80.68,80.31,73.02,82.76,78.93,41.63,66.96,71.03,75.44,65.38,75.25,84.97,71.36,83.41,88.17,73.64,92.07,80.74,97.12,80.54,88.67,84.88,90.94,101.57,108.4,110.88,86,76.34,105.14,98.86,92.6,122.05,116.82,83.02,NA,NA,110.85,123.21,146.48,142.96,115.12,131.54,144.42,147.25,149.8,163.04,161.22,119.95,105.02,136.27,141.06,133.42,191.56,180.21,143.06,158.78,161.83,158.17,161.23,182.58,174.94,129.45,147.91,154.22,160.04,174.89,196.15,207.2,136.91,156.86,162.56,168.71,181.17,191.37,206.68,128.59,158.78,171.72,179.42,184.08,208.94,207.24,142.75,164.44,169.34,168.45,179.53,179.52,137.53,127.01,160.87,173.11,172.73,184.81,214.51,210.67,151.44,170.9,174.16,164.92,181.67,211.26,212.03,137.96,145.91,157.87,173.5,180.75,216.06,225.55,148.41,149.45,166.4,158.17,168.42,208.02,221.95,153.92,175.76,182.87,179.79,180.27,212.93,224.19,148.8,160.28,165.38,172.09,176.59,217.59,220.99,150.44,169.19,163.62,178.28,174.08,216.39,221.98,151.77,159.73,165.36,162.74,167.74,201.44,200.04,144.8,142.59,156.37,162.02,173.68,214.56,225.59,165.8,132.63,147.79,146.51,148.22,185,235.55,146.1,155.85,157.4,169.09,169.99,212.45,231.67,141.85,148.42,149.84,154.29,158.89,209.48,226.49,124.91,143.12,144.66,150.82,157.01,195.73,219.3,137.9,140.87,143.86,147.75,155.11,206.81,233.87,144.59,144.06,143.67,149.16,161.91,204,227.54,124.33,128.07,133.52,137.06,164.66,182.42,203.93,118.52,114.79,125.66,137.31,150.11,201.79,225.37,123.02,138.48,159.33,130.49,144.27,181.84,206.85,124.52,124.83,117.73,134.76,120.58,163.43,169.65,116.25,121.68,127.12,128.62,137.79,158.9,151.52,113.58,116.12,135.07,144.75,68.15,148.23,154.97,101.11,129.18,136.52,135.07,133.48,175.51,190.12,122,129.57,136.91,143.37,147.03,165.75,175.84,113.57,134.2,131.59,139.27,146.79,181.02,184.83,128.79,159.03,169.55,165.33,119.05,50.22,140.17,109.21,136.8,105.89,146.19,162.14,77.69,130.3,97.95,123.53,129.93,118.96,123.08,152.97,164.82,106.87,120.02,125.92,125.94,123.71,121.91,162.23,113.39,124.96,115.66,119.21,127.57,155.84,173,114.87,105.43,107.7,108.34,118.89,156.1,158.55,104.55,111.89,117.92,127.42,117.7,160.76,140.4,98.47,84.27,95.92,101.7,108.26,140.62,151.97,89.32,71.15,88.81,91.21,115.16,145.66,175.95,103.05,123.87,140.84,131.34,136.84,170.94,212.48,125.38,135.81,141.22,146.83,150.88,180.65,215.13,140.11,133.58,138.53,142.28,152.01,NA,197.04,117.47,138.53,147.91,143.74,147.65,213.31,243.21,148.61,138.63,137.76,150.43,141.92,208.94,235.73,150.59,152.81,152.88,161.72,173.69,223.31,235.06,127.87,161.5,159.18,147.22,158.45,240.8,236.1,172.94,146.98,157.99,161.88,170.52,191.97,237.27,148.21,146.06,129.89,154.12,162.41,211.82,277.68,165.53,155.11,156.81,152.92,181.64,230.63,273.12,166.45,155.41,162.32,174.14,177.52,231.43,259.84,137.21,158.28,161.27,179.91,187.77,237.8,261.33,135.73,162.71,173.12,175.36,180.85,243.22,271.52,174.06,179.08,181.64,195.69,186.91,252.82,288.93,210.76,145.49,194.97,201.81,216.12,283.64,281.84,177.43,196.52,202.35,204.55,214.19,236.5,277.54,173.2,193.72,200.85,206.98,227.75,266.12,274.77,158.62,190.79,197.32,204.17,205.04,239.76,280.75,178.01,179.01,197.59,199.01,240.09,281.4,259.1,197.51,179.5,210.18,209.84,219.52,258.54,252.1,163.5,190.95,200.11,199.1,204.31,279.87,298.48,196.09,202.82,202.33,202.05,218.14,272.09,279.98,165.1,187.59,188.82,189.82,207.48,243.62,258.71,168.75,188.01,194.32,194.63,196.99,268.38,295.02,165.22,183.65,182.38,192.75,195.07,247.42,279.6,172.63,186.21,182,197.18,201.02,244.05,289.46,174.05,184.41,181.05,183.57,189.49,242.92,268.37,152.74,166.53,165.78,174.99,181.94,225.34,253.55,199.77,146.29,165.02,177.37,186,232.27,283.81,179.72,170.97,174.14,193.97,206.01,251.35,290.15,173.25,162.05,173.66,194.1,202.14,261.39,333.25,188.03
